line,comparison,region,position_class,side_of_strong_line,corr,nmse,phase_rmse_rad,amplitude_nrmse
22,author_L4_reverse_vs_independent,heldout_72,interior,before,0.9896380186820207,0.025757814570290253,0.2063959658155906,0.03691275430449542
22,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,before,0.5899100784790282,1.6294589660855545,1.3349157264659415,0.8260732526020125
22,author_L4_reverse_vs_independent,full_K,interior,before,0.862585608003111,0.3312976749634891,1.1577279284008957,0.37048152878527546
23,wrapper_individual_vs_direct_independent,input_128,interior,strong,1.0,2.878340751697558e-32,2.5270125643535998e-17,1.8795132893544876e-16
23,wrapper_individual_vs_direct_independent,embedded_200,interior,strong,1.0,2.8129449106445975e-32,2.4059008982906396e-17,1.8266253625664616e-16
23,wrapper_individual_vs_direct_independent,heldout_72,interior,strong,0.9999999999999998,2.6340737548095775e-32,2.173995254606836e-17,1.6734492338992639e-16
23,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,strong,1.0,2.7828365525022465e-32,2.346238174089082e-17,1.7285402451564976e-16
23,wrapper_individual_vs_direct_independent,full_K,interior,strong,1.0,2.7976854114757725e-32,2.3612951870241848e-17,1.7775904539119815e-16
23,whole_forward_vs_reverse,input_128,interior,strong,0.9999999930755819,1.3848836047286606e-08,7.975742624876118e-05,8.941986579979193e-05
23,whole_forward_vs_reverse,embedded_200,interior,strong,0.9994323529184287,0.0013366985542931622,0.03617127894452192,0.018953380679748107
23,whole_forward_vs_reverse,heldout_72,interior,strong,0.9988837483442192,0.005124902523058875,0.060285371113017024,0.03711169935695913
23,whole_forward_vs_reverse,extrapolated_outside_200,interior,strong,0.9959366892734145,0.014275316033242709,0.08568971960348609,0.10122987135246626
23,whole_forward_vs_reverse,full_K,interior,strong,0.9972328311735756,0.007201436253678909,0.0763815186377808,0.0695795887441461
23,whole_forward_vs_independent,input_128,interior,strong,0.9999999258610752,1.4827784393187085e-07,0.0002599368257872617,0.0002943336073889987
23,whole_forward_vs_independent,embedded_200,interior,strong,0.9987111938308464,0.003097370486582271,0.05665067859142985,0.025749612869201324
23,whole_forward_vs_independent,heldout_72,interior,strong,0.997793665397795,0.011874989782584838,0.09441716154461822,0.05041705334382639
23,whole_forward_vs_independent,extrapolated_outside_200,interior,strong,0.9831731913706564,0.051747850673842945,0.19258886697998306,0.18577900657879381
23,whole_forward_vs_independent,full_K,interior,strong,0.9897984645513077,0.025149363731737834,0.16917499404371966,0.12651768831905932
23,whole_reverse_vs_independent,input_128,interior,strong,0.9999999501366953,9.972660697409475e-08,0.00021645577724223073,0.0002406606542942508
23,whole_reverse_vs_independent,embedded_200,interior,strong,0.9997568793341189,0.0005645961059454088,0.02170036243368672,0.014197074093813468
23,whole_reverse_vs_independent,heldout_72,interior,strong,0.9994917395872823,0.0021120699367929998,0.03616611918814198,0.027457844309943757
23,whole_reverse_vs_independent,extrapolated_outside_200,interior,strong,0.9952765509994875,0.01158442445072991,0.1093419276688512,0.08433940942139166
23,whole_reverse_vs_independent,full_K,interior,strong,0.9973097161377484,0.00592647961164832,0.09531248235248915,0.0597034536885648
23,author_L4_forward_vs_reverse,input_128,interior,strong,0.9999999258610697,1.4827785526518505e-07,0.00025993683864337247,0.0002943336166294106
23,author_L4_forward_vs_reverse,embedded_200,interior,strong,0.9987111933222635,0.003097371591686291,0.05665068432277731,0.025749624824840417
23,author_L4_forward_vs_reverse,heldout_72,interior,strong,0.9977936637704066,0.011874994797468787,0.09441717109686541,0.05041707840609727
23,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,strong,0.9831731868201342,0.05174794787747001,0.19258893226936039,0.18577925383345528
23,author_L4_forward_vs_reverse,full_K,interior,strong,0.9897984561279995,0.025149401801876223,0.16917505026761173,0.12651783608744724
23,author_L4_forward_vs_independent,input_128,interior,strong,0.9999999258610697,1.4827785526518505e-07,0.00025993683864337247,0.0002943336166294106
23,author_L4_forward_vs_independent,embedded_200,interior,strong,0.9987111933222635,0.003097371591686291,0.05665068432277731,0.025749624824840417
23,author_L4_forward_vs_independent,heldout_72,interior,strong,0.9977936637704066,0.011874994797468787,0.09441717109686541,0.05041707840609727
23,author_L4_forward_vs_independent,extrapolated_outside_200,interior,strong,0.9831731868201342,0.05174794787747001,0.19258893226936039,0.18577925383345528
23,author_L4_forward_vs_independent,full_K,interior,strong,0.9897984561279995,0.025149401801876223,0.16917505026761173,0.12651783608744724
23,author_L4_reverse_vs_independent,input_128,interior,strong,1.0,2.878340751697558e-32,2.5270125643535998e-17,1.8795132893544876e-16
23,author_L4_reverse_vs_independent,embedded_200,interior,strong,1.0,2.8129449106445975e-32,2.4059008982906396e-17,1.8266253625664616e-16
23,author_L4_reverse_vs_independent,heldout_72,interior,strong,0.9999999999999998,2.6340737548095775e-32,2.173995254606836e-17,1.6734492338992639e-16
23,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,strong,1.0,2.7828365525022465e-32,2.346238174089082e-17,1.7285402451564976e-16
23,author_L4_reverse_vs_independent,full_K,interior,strong,1.0,2.7976854114757725e-32,2.3612951870241848e-17,1.7775904539119815e-16
24,wrapper_individual_vs_direct_independent,input_128,interior,after,1.0,0.0,1.679576577265148e-17,0.0
24,wrapper_individual_vs_direct_independent,embedded_200,interior,after,1.0,0.0,1.7575607939007016e-17,0.0
24,wrapper_individual_vs_direct_independent,heldout_72,interior,after,1.0000000000000002,0.0,1.8882637216959762e-17,0.0
24,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,after,0.9999999999999998,0.0,1.6781825969430393e-17,0.0
24,wrapper_individual_vs_direct_independent,full_K,interior,after,0.9999999999999999,0.0,1.6983749902704284e-17,0.0
24,whole_forward_vs_reverse,input_128,interior,after,0.9999999724274607,5.514507759471619e-08,0.00015623352508629037,0.00017445356921599994
24,whole_forward_vs_reverse,embedded_200,interior,after,0.999231888471608,0.001689210921278631,0.04140641296860584,0.02279129873912276
24,whole_forward_vs_reverse,heldout_72,interior,after,0.9979683754923755,0.006273537340199557,0.0690103738824328,0.043921712018574394
24,whole_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9345755336478926,0.12991064467863275,0.5364423249310644,0.09711241590388926
24,whole_forward_vs_reverse,full_K,interior,after,0.9696315883142247,0.060185548130879,0.4650337608623871,0.06771213652163918
24,whole_forward_vs_independent,input_128,interior,after,0.9999999359941874,1.2801162151140318e-07,0.0002185353722406293,0.0002901380262484961
24,whole_forward_vs_independent,embedded_200,interior,after,0.9986073809079371,0.0030962133878934977,0.04728639489609039,0.03918444980965753
24,whole_forward_vs_independent,heldout_72,interior,after,0.9963704403713127,0.011498911460891806,0.07881011950912449,0.07551348903184324
24,whole_forward_vs_independent,extrapolated_outside_200,interior,after,0.9783359383322359,0.050426090741781546,0.2090315928554894,0.1536414386212123
24,whole_forward_vs_independent,full_K,interior,after,0.988379801557181,0.02468873801229756,0.18256411447583165,0.10772267375628927
24,whole_reverse_vs_independent,input_128,interior,after,0.99999985049043,2.990191177369437e-07,0.0003317206491957524,0.00043902838845004806
24,whole_reverse_vs_independent,embedded_200,interior,after,0.9966423677311634,0.007583904047261305,0.08460474658771266,0.053751734479017536
24,whole_reverse_vs_independent,heldout_72,interior,after,0.9914933678170215,0.029442298695077338,0.14100721731404442,0.10590769754690314
24,whole_reverse_vs_independent,extrapolated_outside_200,interior,after,0.8586247177934091,0.3409936561226067,0.7410489806040566,0.2580424028603682
24,whole_reverse_vs_independent,full_K,interior,after,0.9296459195808319,0.15285898551404423,0.6431599214246999,0.17505281102561066
24,author_L4_forward_vs_reverse,input_128,interior,after,0.9999998504904786,2.99019020664715e-07,0.00033172058084044104,0.000439028324395111
24,author_L4_forward_vs_reverse,embedded_200,interior,after,0.9966423741241813,0.00742372040438546,0.08460463242092696,0.05318109862782714
24,author_L4_forward_vs_reverse,heldout_72,interior,after,0.9914933765405718,0.02716664530957307,0.14100702703541806,0.1017325918170394
24,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,after,0.8586250820953427,0.27739923573659947,0.7410475936884119,0.232739758628593
24,author_L4_forward_vs_reverse,full_K,interior,after,0.9296460788984242,0.13745484588699755,0.6431587191668238,0.16599831417637897
24,author_L4_forward_vs_independent,input_128,interior,after,1.0,0.0,1.679576577265148e-17,0.0
24,author_L4_forward_vs_independent,embedded_200,interior,after,1.0,0.0,1.7575607939007016e-17,0.0
24,author_L4_forward_vs_independent,heldout_72,interior,after,1.0000000000000002,0.0,1.8882637216959762e-17,0.0
24,author_L4_forward_vs_independent,extrapolated_outside_200,interior,after,0.9999999999999998,0.0,1.6781825969430393e-17,0.0
24,author_L4_forward_vs_independent,full_K,interior,after,0.9999999999999999,0.0,1.6983749902704284e-17,0.0
24,author_L4_reverse_vs_independent,input_128,interior,after,0.9999998504904785,2.9901902066472385e-07,0.0003317205808404372,0.00043902832439509835
24,author_L4_reverse_vs_independent,embedded_200,interior,after,0.9966423741241814,0.0075838877841662745,0.08460463242092697,0.0537516933389195
24,author_L4_reverse_vs_independent,heldout_72,interior,after,0.9914933765405719,0.02944222830819264,0.14100702703541806,0.10590760344784585
24,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,after,0.8586250820953422,0.3409923761058346,0.7410475936884119,0.2580418246311381
24,author_L4_reverse_vs_independent,full_K,interior,after,0.9296460788984243,0.15285855127966053,0.6431587191668238,0.17505250490356333
25,wrapper_individual_vs_direct_independent,input_128,interior,after,1.0,0.0,1.8206003538468892e-17,0.0
25,wrapper_individual_vs_direct_independent,embedded_200,interior,after,1.0,0.0,1.8046155484958072e-17,0.0
25,wrapper_individual_vs_direct_independent,heldout_72,interior,after,0.9999999999999998,0.0,1.7758428850668164e-17,0.0
25,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,after,1.0,0.0,1.6738340265067626e-17,0.0
25,wrapper_individual_vs_direct_independent,full_K,interior,after,1.0000000000000002,0.0,1.70746876419075e-17,0.0
25,whole_forward_vs_reverse,input_128,interior,after,0.9999999523931804,9.521363679915974e-08,0.0002339700140098254,0.00020599637472656172
25,whole_forward_vs_reverse,embedded_200,interior,after,0.9998777214699116,0.00024849573458583736,0.014481875813888738,0.010954552155545756
25,whole_forward_vs_reverse,heldout_72,interior,after,0.9994733300109581,0.0011346107843908046,0.024134443588050437,0.02340796310415022
25,whole_forward_vs_reverse,extrapolated_outside_200,interior,after,0.998199861077831,0.006205739182363737,0.06371702120683673,0.06818084920186905
25,whole_forward_vs_reverse,full_K,interior,after,0.999106453921148,0.0020745355163579618,0.055653618708728946,0.03883472737076249
25,whole_forward_vs_independent,input_128,interior,after,0.9999996310661381,7.378675876903718e-07,0.0006309866583431334,0.0006124976667688123
25,whole_forward_vs_independent,embedded_200,interior,after,0.998636335281027,0.002932229921682708,0.0671757214567393,0.024930245067087724
25,whole_forward_vs_independent,heldout_72,interior,after,0.9955638014354742,0.013389692802971125,0.11195637470026117,0.05326637334768239
25,whole_forward_vs_independent,extrapolated_outside_200,interior,after,0.904139235929375,0.5086004087873014,0.43646200184230816,0.5860368072537361
25,whole_forward_vs_independent,full_K,interior,after,0.9434908111405871,0.1579318063330356,0.37947655221035015,0.32512065961716086
25,whole_reverse_vs_independent,input_128,interior,after,0.9999996816864339,6.366270308038343e-07,0.0005501977002863644,0.0005992364928166492
25,whole_reverse_vs_independent,embedded_200,interior,after,0.9985617540033611,0.003123315402338702,0.06950226915289091,0.02564806006391427
25,whole_reverse_vs_independent,heldout_72,interior,after,0.9956391765679685,0.014102874398601929,0.11583479229530683,0.054493233236466036
25,whole_reverse_vs_independent,extrapolated_outside_200,interior,after,0.9106863713763043,0.4210577743978377,0.44743681769802346,0.5138392740864646
25,whole_reverse_vs_independent,full_K,interior,after,0.948469590025691,0.138930221236176,0.38904681045878137,0.29366699968866894
25,author_L4_forward_vs_reverse,input_128,interior,after,0.9999999235600598,1.528798742516628e-07,0.0003113317722485711,0.00024541866463515156
25,author_L4_forward_vs_reverse,embedded_200,interior,after,0.9994646117157923,0.0011789088537545926,0.030486558008850348,0.026954510358087908
25,author_L4_forward_vs_reverse,heldout_72,interior,after,0.9983315957907519,0.00570274779413643,0.050809234332524364,0.059284542671478244
25,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9298236874827199,0.44942391158150324,0.2290627674193754,0.6273094655747227
25,author_L4_forward_vs_reverse,full_K,interior,after,0.9683555900466809,0.08286853727453077,0.19895896842860314,0.2689051632474766
25,author_L4_forward_vs_independent,input_128,interior,after,0.999999529394487,9.412108043943953e-07,0.0007207613069987454,0.0006808340829435925
25,author_L4_forward_vs_independent,embedded_200,interior,after,0.9973987336715868,0.005474224009782741,0.09745499512516327,0.031753155832818514
25,author_L4_forward_vs_independent,heldout_72,interior,after,0.9899457258262404,0.026479631750141588,0.16242214884585757,0.06982838426413146
25,author_L4_forward_vs_independent,extrapolated_outside_200,interior,after,0.7491687191635705,2.2461667441147117,0.5861298548028662,1.3639666348944148
25,author_L4_forward_vs_independent,full_K,interior,after,0.8663522588320206,0.41382532275869255,0.5099367843538385,0.5829843681642947
25,author_L4_reverse_vs_independent,input_128,interior,after,0.9999996816857638,6.366283711721696e-07,0.000550198187043019,0.0005992371740157239
25,author_L4_reverse_vs_independent,embedded_200,interior,after,0.9985617552597087,0.003123313660045307,0.06950219210658733,0.025648111052958805
25,author_L4_reverse_vs_independent,heldout_72,interior,after,0.9956391905901635,0.014102860996244405,0.11583466387811545,0.05449333090840569
25,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,after,0.9106862286507874,0.4210552371713483,0.44743862157676306,0.5138359140255806
25,author_L4_reverse_vs_independent,full_K,interior,after,0.9484696487560775,0.1389297665262414,0.3890483629779086,0.2936654902468784
26,wrapper_individual_vs_direct_independent,input_128,interior,after,1.0,0.0,1.7289655479829327e-17,0.0
26,wrapper_individual_vs_direct_independent,embedded_200,interior,after,1.0,0.0,1.716933704216626e-17,0.0
26,wrapper_individual_vs_direct_independent,heldout_72,interior,after,1.0,0.0,1.6953329322022352e-17,0.0
26,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,after,1.0,0.0,1.648156442260542e-17,0.0
26,wrapper_individual_vs_direct_independent,full_K,interior,after,1.0,0.0,1.665617026747881e-17,0.0
26,whole_forward_vs_reverse,input_128,interior,after,0.9999990079513568,1.984096302424902e-06,0.0011807603572708651,0.0010400151095192414
26,whole_forward_vs_reverse,embedded_200,interior,after,0.9990256432042371,0.0019579933312745957,0.04426641285597313,0.028190626721652103
26,whole_forward_vs_reverse,heldout_72,interior,after,0.9962806550366495,0.007580873408570551,0.07376055522058877,0.05546291392014814
26,whole_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9725152719137423,0.07574713224583428,0.3990705770594813,0.23506292429961997
26,whole_forward_vs_reverse,full_K,interior,after,0.9860385112590243,0.030305581121710008,0.3463132583842617,0.14736542697905605
26,whole_forward_vs_independent,input_128,interior,after,0.9999922455220235,1.5508895821090533e-05,0.003511297370442941,0.0028809240431368617
26,whole_forward_vs_independent,embedded_200,interior,after,0.998995595066141,0.0021293744887362237,0.04253215686765684,0.035721230646951686
26,whole_forward_vs_independent,heldout_72,interior,after,0.9967584597915605,0.008206039422607572,0.07073215664100996,0.07014444950472108
26,whole_forward_vs_independent,extrapolated_outside_200,interior,after,0.9965533574254383,0.009242303065539484,0.07417012946770245,0.06697838604635845
26,whole_forward_vs_independent,full_K,interior,after,0.9978898208106018,0.004861949637925854,0.06766204379780107,0.050092217386727145
26,whole_reverse_vs_independent,input_128,interior,after,0.9999942707881379,1.1458390900725407e-05,0.0030114929726604753,0.0024331002664576473
26,whole_reverse_vs_independent,embedded_200,interior,after,0.9987158064381282,0.002745859840519693,0.043511076826286584,0.04258984129529538
26,whole_reverse_vs_independent,heldout_72,interior,after,0.9959013791280458,0.01077516054567882,0.07240721244445289,0.08439688410240423
26,whole_reverse_vs_independent,extrapolated_outside_200,interior,after,0.967233355757158,0.15308682784521171,0.4358111257385523,0.33736138330607773
26,whole_reverse_vs_independent,full_K,interior,after,0.9821726821727679,0.047861017750817456,0.3780500052106519,0.18821031570802318
26,author_L4_forward_vs_reverse,input_128,interior,after,0.9999990051880435,1.9896229229852208e-06,0.0011682180907287927,0.0010363880856472452
26,author_L4_forward_vs_reverse,embedded_200,interior,after,0.9988189026127415,0.002380465512913717,0.0526409533254378,0.02813032359549398
26,author_L4_forward_vs_reverse,heldout_72,interior,after,0.9954375840417364,0.00941022568748058,0.08772109428255043,0.055918963100682305
26,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9748962964571208,0.06532874916980214,0.2993343671608098,0.21268475409269016
26,author_L4_forward_vs_reverse,full_K,interior,after,0.9878237658720664,0.025832593457188906,0.26056393651928234,0.13171660117803302
26,author_L4_forward_vs_independent,input_128,interior,after,0.99999234723071,1.530548001554512e-05,0.0034824705195919303,0.0028562377455738706
26,author_L4_forward_vs_independent,embedded_200,interior,after,0.9987004068006107,0.0028268959389643575,0.04895389277680633,0.04060166953106098
26,author_L4_forward_vs_independent,heldout_72,interior,after,0.9960935895457135,0.011136758031191634,0.08145758871636417,0.08060169629639846
26,author_L4_forward_vs_independent,extrapolated_outside_200,interior,after,0.9807287700918811,0.04706931865138962,0.2886960721148604,0.09769402697483591
26,author_L4_forward_vs_independent,full_K,interior,after,0.9913343109767917,0.019309934041671414,0.2512134300657755,0.06775031337559961
26,author_L4_reverse_vs_independent,input_128,interior,after,0.9999942707777603,1.145841165536921e-05,0.003011496233989078,0.002433101783453735
26,author_L4_reverse_vs_independent,embedded_200,interior,after,0.9987158161101809,0.002745836354266438,0.043510949705472465,0.04258964139427766
26,author_L4_reverse_vs_independent,heldout_72,interior,after,0.9959013988123975,0.010775058734787825,0.07240700000976469,0.08439645045481634
26,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,after,0.9672342365500883,0.15308256144240442,0.43579565581144497,0.3373563473222551
26,author_L4_reverse_vs_independent,full_K,interior,after,0.9821730990640053,0.04785988197305504,0.37803662640564817,0.18820789374905728
27,wrapper_individual_vs_direct_independent,input_128,interior,after,1.0000000000000002,0.0,1.7939098442102865e-17,0.0
27,wrapper_individual_vs_direct_independent,embedded_200,interior,after,1.0,0.0,1.6841554384784258e-17,0.0
27,wrapper_individual_vs_direct_independent,heldout_72,interior,after,0.9999999999999999,0.0,1.4689258379826874e-17,0.0
27,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,after,1.0000000000000002,0.0,1.6491981251183567e-17,0.0
27,wrapper_individual_vs_direct_independent,full_K,interior,after,1.0,0.0,1.658006552206457e-17,0.0
27,whole_forward_vs_reverse,input_128,interior,after,0.999995702829463,8.59432260804378e-06,0.0043431338271900065,0.0021467356618154205
27,whole_forward_vs_reverse,embedded_200,interior,after,0.9977212276334958,0.004709707997345933,0.06715954447983899,0.04741154465849465
27,whole_forward_vs_reverse,heldout_72,interior,after,0.9923752524590055,0.017542239278691352,0.11178267873444471,0.09149424201433713
27,whole_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9234674522660506,0.17695322621293583,0.5290021101333162,0.3092176370514496
27,whole_forward_vs_reverse,full_K,interior,after,0.9596897706101751,0.08456010390223803,0.4593582757476029,0.21338274475490238
27,whole_forward_vs_independent,input_128,interior,after,0.9999648345510687,7.032966125353343e-05,0.013620643379644866,0.005688595462980525
27,whole_forward_vs_independent,embedded_200,interior,after,0.9935080826243534,0.013570161098660384,0.10305163970542464,0.09278860497205366
27,whole_forward_vs_independent,heldout_72,interior,after,0.9785384992031348,0.05042036749641837,0.17078988401353443,0.178950212624522
27,whole_forward_vs_independent,extrapolated_outside_200,interior,after,0.9812567698226561,0.057587318485248166,0.15718170394598588,0.18763862164784756
27,whole_forward_vs_independent,full_K,interior,after,0.9863159823417089,0.0339760810446735,0.14554887891363788,0.14470846553728012
27,whole_reverse_vs_independent,input_128,interior,after,0.9999631941597519,7.361032582621338e-05,0.013783786725374312,0.005946105464005536
27,whole_reverse_vs_independent,embedded_200,interior,after,0.9934654386291997,0.014487953882053572,0.1063389527135661,0.09544389764798818
27,whole_reverse_vs_independent,heldout_72,interior,after,0.9808482092471386,0.0578127834128055,0.17627612089547387,0.19074479354495352
27,whole_reverse_vs_independent,extrapolated_outside_200,interior,after,0.8855070664401357,0.5873704979446124,0.6262946008208459,0.6001809623377751
27,whole_reverse_vs_independent,full_K,interior,after,0.9322789835706108,0.20592894993319272,0.5449868700061143,0.35558359570607107
27,author_L4_forward_vs_reverse,input_128,interior,after,0.9999956664176033,8.667146013689919e-06,0.0044336954560778765,0.0021533679674621722
27,author_L4_forward_vs_reverse,embedded_200,interior,after,0.9977045457045852,0.0047479970845500106,0.06751856404973915,0.04742540569893914
27,author_L4_forward_vs_reverse,heldout_72,interior,after,0.9923451702903884,0.017675371463819315,0.11237555576286364,0.09149608698058875
27,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9239163345127661,0.17619001761070802,0.5295000706624555,0.3078511180619156
27,author_L4_forward_vs_reverse,full_K,interior,after,0.9598878690992225,0.08419761215409098,0.45980151451087425,0.21242932613595725
27,author_L4_forward_vs_independent,input_128,interior,after,0.9999646882820094,7.062218906421596e-05,0.013671532429473238,0.005692224232780367
27,author_L4_forward_vs_independent,embedded_200,interior,after,0.9933459713003634,0.013896260626063587,0.1046948213906867,0.09379290932266675
27,author_L4_forward_vs_independent,heldout_72,interior,after,0.9779551343971585,0.0516081748471496,0.17353660128411355,0.1808436552963847
27,author_L4_forward_vs_independent,extrapolated_outside_200,interior,after,0.9811343932781426,0.05795840402556268,0.1571527909331706,0.18884740374316086
27,author_L4_forward_vs_independent,full_K,interior,after,0.9861630939818533,0.03431552727659278,0.14581838423213506,0.14576505712813906
27,author_L4_reverse_vs_independent,input_128,interior,after,0.9999631946525929,7.360934018086146e-05,0.013783464567375359,0.005946049180858272
27,author_L4_reverse_vs_independent,embedded_200,interior,after,0.9934656552110437,0.014487525796510973,0.10633564121461218,0.09544358510339675
27,author_L4_reverse_vs_independent,heldout_72,interior,after,0.9808490549469391,0.05781119873859203,0.17627061659889345,0.19074438217309952
27,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,after,0.8855225356548873,0.5873895079163123,0.6262185943188346,0.6002466182436984
27,author_L4_reverse_vs_independent,full_K,interior,after,0.9322835513079387,0.2059259706284984,0.5449211989371707,0.3556127752193235
28,wrapper_individual_vs_direct_independent,input_128,interior,after,1.0,0.0,1.7315083936027907e-17,0.0
28,wrapper_individual_vs_direct_independent,embedded_200,interior,after,1.0000000000000002,0.0,1.7461543634083645e-17,0.0
28,wrapper_individual_vs_direct_independent,heldout_72,interior,after,1.0,0.0,1.7718927559527688e-17,0.0
28,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,after,1.0,0.0,1.6956946013609963e-17,0.0
28,wrapper_individual_vs_direct_independent,full_K,interior,after,1.0,0.0,1.7084492679111485e-17,0.0
28,whole_forward_vs_reverse,input_128,interior,after,0.9999942375446673,1.1524877459520884e-05,0.0034779098663583552,0.002511347006518009
28,whole_forward_vs_reverse,embedded_200,interior,after,0.996770030782422,0.00646203402482678,0.0686495311969754,0.046881655754556564
28,whole_forward_vs_reverse,heldout_72,interior,after,0.9896364031220656,0.020750091295511527,0.11432187485171283,0.0839780119937569
28,whole_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9964306196827485,0.007339049477079746,0.05929355074959173,0.06018707832510761
28,whole_forward_vs_reverse,full_K,interior,after,0.9965796095088802,0.006913652173956889,0.061765551918216775,0.054143172766036404
28,whole_forward_vs_independent,input_128,interior,after,0.9999643823527037,7.123402597589123e-05,0.011052925532749596,0.005908351125608999
28,whole_forward_vs_independent,embedded_200,interior,after,0.9942130475628542,0.012201680189559838,0.07884802086815355,0.08240672188573103
28,whole_forward_vs_independent,heldout_72,interior,after,0.9834771616218251,0.039070956016412264,0.13058440661771192,0.14749747607034724
28,whole_forward_vs_independent,extrapolated_outside_200,interior,after,0.9873261635415945,0.07805739932883295,0.07069204114212675,0.26735865468699765
28,whole_forward_vs_independent,full_K,interior,after,0.9865395994970247,0.046114010822854164,0.07281672959791796,0.20025683660582752
28,whole_reverse_vs_independent,input_128,interior,after,0.9999525366388768,9.492446947532491e-05,0.01339765522807445,0.006876203337649664
28,whole_reverse_vs_independent,embedded_200,interior,after,0.9905685200241278,0.019747798076118907,0.11487485842303277,0.09194790248482161
28,whole_reverse_vs_independent,heldout_72,interior,after,0.9724508884263487,0.06367184868759741,0.19062291828897,0.16505850615425535
28,whole_reverse_vs_independent,extrapolated_outside_200,interior,after,0.9841500178886871,0.08529229043999201,0.09082287066282453,0.27187573742672766
28,whole_reverse_vs_independent,full_K,interior,after,0.983274369132155,0.053566724986970564,0.09739432042478181,0.2055012897552339
28,author_L4_forward_vs_reverse,input_128,interior,after,0.9999942533396137,1.1493287748236456e-05,0.0034641375595451393,0.0025078706362564023
28,author_L4_forward_vs_reverse,embedded_200,interior,after,0.9967527382260228,0.006496489038399575,0.06880633342625388,0.04701675955392829
28,author_L4_forward_vs_reverse,heldout_72,interior,after,0.9895806770412122,0.020860192093412264,0.1145841679991987,0.08421922907105392
28,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,after,0.996409009622803,0.007386501339924934,0.05946377450455313,0.060395793058738045
28,author_L4_forward_vs_reverse,full_K,interior,after,0.9965598297355738,0.00695460740568782,0.06193168202654812,0.054316532026597364
28,author_L4_forward_vs_independent,input_128,interior,after,0.9999642083944174,7.158193012663151e-05,0.01107890740237334,0.005921790522129203
28,author_L4_forward_vs_independent,embedded_200,interior,after,0.9942218009233622,0.0121835575783299,0.07878375479794661,0.08243456486627335
28,author_L4_forward_vs_independent,heldout_72,interior,after,0.9835042937948838,0.039010533001230245,0.13047269849533383,0.14754367031924273
28,author_L4_forward_vs_independent,extrapolated_outside_200,interior,after,0.987293315480045,0.07837523672189173,0.07064905856578915,0.26796891150308777
28,author_L4_forward_vs_independent,full_K,interior,after,0.9865070090254203,0.0462545742657909,0.07276803633594885,0.20064693640250972
28,author_L4_reverse_vs_independent,input_128,interior,after,0.9999525387234995,9.492030042813414e-05,0.01339746322895814,0.006876061558299468
28,author_L4_reverse_vs_independent,embedded_200,interior,after,0.9905684889953406,0.019747813064844542,0.11487511931536082,0.09194831436309854
28,author_L4_reverse_vs_independent,heldout_72,interior,after,0.9724507187402841,0.0636717034140442,0.19062337900437754,0.16505899843640406
28,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,after,0.9841511419039467,0.0852847405089861,0.09081674547633438,0.27186319579377904
28,author_L4_reverse_vs_independent,full_K,interior,after,0.9832753014358232,0.05356309202970624,0.09739011347983209,0.20549343825687502
29,wrapper_individual_vs_direct_independent,input_128,interior,after,1.0000000000000002,2.7298191599175333e-32,2.257708820970046e-17,1.850280601683075e-16
29,wrapper_individual_vs_direct_independent,embedded_200,interior,after,1.0000000000000002,2.7178918892293615e-32,2.391706175350567e-17,1.8098267934179166e-16
29,wrapper_individual_vs_direct_independent,heldout_72,interior,after,0.9999999999999998,2.6827944143886106e-32,2.6130117745551695e-17,1.6851624682458066e-16
29,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,after,1.0,2.704391973279282e-32,2.4185473843756214e-17,1.7836967890820007e-16
29,wrapper_individual_vs_direct_independent,full_K,interior,after,1.0,2.711851973978808e-32,2.411865086433138e-17,1.7981830655783632e-16
29,whole_forward_vs_reverse,input_128,interior,after,0.9999938088111078,1.2382339453330141e-05,0.005517448500898508,0.002434672422260657
29,whole_forward_vs_reverse,embedded_200,interior,after,0.9962031835932244,0.007618611781297982,0.07923926709794514,0.0633629694663361
29,whole_forward_vs_reverse,heldout_72,interior,after,0.985884368056936,0.028622730428115195,0.1318603893214866,0.12282220425226961
