line,comparison,region,position_class,side_of_strong_line,corr,nmse,phase_rmse_rad,amplitude_nrmse
6,whole_forward_vs_independent,embedded_200,interior,before,0.9961828013964675,0.007711219387039546,0.1501448454893258,0.06565123452871986
6,whole_forward_vs_independent,heldout_72,interior,before,0.985720625400522,0.02968184952934028,0.24998290263003023,0.12879302057455166
6,whole_forward_vs_independent,extrapolated_outside_200,interior,before,0.9604358108313166,0.08051552080544996,0.6582087378554656,0.17191178351421327
6,whole_forward_vs_independent,full_K,interior,before,0.984744683598192,0.030843793007367202,0.5749477590170408,0.11104452592510064
6,whole_reverse_vs_independent,input_128,interior,before,0.9999705489812818,5.89011700741299e-05,0.01241990808178845,0.005927268413147179
6,whole_reverse_vs_independent,embedded_200,interior,before,0.9955275545314934,0.00899242978942003,0.17632410575817897,0.07440821373331226
6,whole_reverse_vs_independent,heldout_72,interior,before,0.9831821027482751,0.03432599431746612,0.29340656110920665,0.14538744716063193
6,whole_reverse_vs_independent,extrapolated_outside_200,interior,before,0.9648897610230979,0.06912010366878057,0.6076345875317265,0.17395812242516837
6,whole_reverse_vs_independent,full_K,interior,before,0.9853857881232623,0.02909637664097797,0.5335610476238816,0.11748804662335582
6,author_L4_forward_vs_reverse,input_128,interior,before,0.999997242177391,5.5156376123175194e-06,0.00604834407023576,0.0016480878094820059
6,author_L4_forward_vs_reverse,embedded_200,interior,before,0.9982518258031793,0.0035138183235024754,0.07928561571312702,0.04129014829625248
6,author_L4_forward_vs_reverse,heldout_72,interior,before,0.9933459002915523,0.013568298400837772,0.13189638274012674,0.08113639324424815
6,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,before,0.9906996717700138,0.021191280245112163,0.24745934862949587,0.09230931509473367
6,author_L4_forward_vs_reverse,full_K,interior,before,0.9956180927386186,0.009130590703091135,0.21794184805322084,0.06221422444058574
6,author_L4_forward_vs_independent,input_128,interior,before,0.9999774883409239,4.502281137721786e-05,0.008528632691269007,0.0051073519258986394
6,author_L4_forward_vs_independent,embedded_200,interior,before,0.9961828013964675,0.007711219387039546,0.1501448454893258,0.06565123452871986
6,author_L4_forward_vs_independent,heldout_72,interior,before,0.985720625400522,0.02968184952934028,0.24998290263003023,0.12879302057455166
6,author_L4_forward_vs_independent,extrapolated_outside_200,interior,before,0.9604358108313166,0.08051552080544996,0.6582087378554656,0.17191178351421327
6,author_L4_forward_vs_independent,full_K,interior,before,0.984744683598192,0.030843793007367202,0.5749477590170408,0.11104452592510064
6,author_L4_reverse_vs_independent,input_128,interior,before,0.9999705588164266,5.888150036309838e-05,0.012423724714220903,0.005926461383751446
6,author_L4_reverse_vs_independent,embedded_200,interior,before,0.9955329719612321,0.008981549372398163,0.17636557502983954,0.07435177044729206
6,author_L4_reverse_vs_independent,heldout_72,interior,before,0.9832026399767254,0.03428425448105217,0.29347549934037714,0.14527660647582274
6,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,before,0.9650817487792617,0.06876199346521107,0.6059159294538075,0.17358751522866242
6,author_L4_reverse_vs_independent,full_K,interior,before,0.9854646612020658,0.028944745832647938,0.5320965976101567,0.11723753523846399
7,wrapper_individual_vs_direct_independent,input_128,interior,before,0.9999999999999999,2.565499706349504e-32,2.1893428027318958e-17,1.7603126957223415e-16
7,wrapper_individual_vs_direct_independent,embedded_200,interior,before,1.0,2.5911819915860924e-32,2.26053542899007e-17,1.7856787897216537e-16
7,wrapper_individual_vs_direct_independent,heldout_72,interior,before,1.0,2.6589729680325467e-32,2.3818517566754128e-17,1.8509660761109145e-16
7,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,before,1.0,2.651076945118627e-32,2.3205537936324807e-17,1.7436320129312604e-16
7,wrapper_individual_vs_direct_independent,full_K,interior,before,1.0000000000000002,2.616715717313111e-32,2.3056956733893576e-17,1.7678761856626998e-16
7,whole_forward_vs_reverse,input_128,interior,before,0.999996121039777,7.757905399551707e-06,0.015037018956462134,0.001893528967998625
7,whole_forward_vs_reverse,embedded_200,interior,before,0.9966640168644056,0.006707294291833466,0.1537122042357056,0.05858052165391985
7,whole_forward_vs_reverse,heldout_72,interior,before,0.987142132493819,0.026259566883738726,0.2554012642989306,0.11591547887091172
7,whole_forward_vs_reverse,extrapolated_outside_200,interior,before,0.9659014076260088,0.06841436914127266,0.723472400971109,0.13681955659422246
7,whole_forward_vs_reverse,full_K,interior,before,0.9851292611609569,0.029825092220483674,0.6312417101696668,0.09570322156291865
7,whole_forward_vs_independent,input_128,interior,before,0.9999764403531759,4.7118738591265654e-05,0.009631640917518489,0.005055513520294549
7,whole_forward_vs_independent,embedded_200,interior,before,0.9950576778264406,0.01020649848985731,0.17985491331748527,0.07999137720822617
7,whole_forward_vs_independent,heldout_72,interior,before,0.9823860544015014,0.03985615643688573,0.2994829711357706,0.15810785541422445
7,whole_forward_vs_independent,extrapolated_outside_200,interior,before,0.957957561676809,0.11146776283947195,0.6660958536506608,0.2412593643833861
7,whole_forward_vs_independent,full_K,interior,before,0.978839384830926,0.04814278785287996,0.5838233569745749,0.1606475937643943
7,whole_reverse_vs_independent,input_128,interior,before,0.9999835193976038,3.29609331824991e-05,0.02130561688596122,0.004317001253979118
7,whole_reverse_vs_independent,embedded_200,interior,before,0.9950517897359573,0.010173677149040012,0.215184307755289,0.07713031891341338
7,whole_reverse_vs_independent,heldout_72,interior,before,0.9822121766264951,0.03953749829646562,0.35751368095482433,0.15205758249119006
7,whole_reverse_vs_independent,extrapolated_outside_200,interior,before,0.9701660350583735,0.09822919309218407,0.5897676689514869,0.24844888581657354
7,whole_reverse_vs_independent,full_K,interior,before,0.9828049438679782,0.041886645049724926,0.5219631204226824,0.16136078858907085
7,author_L4_forward_vs_reverse,input_128,interior,before,0.9999961063781136,7.787228612551988e-06,0.015136680746495199,0.0018972435406067923
7,author_L4_forward_vs_reverse,embedded_200,interior,before,0.9966909745876532,0.006657030850566538,0.1526701883933637,0.05835810434955984
7,author_L4_forward_vs_reverse,heldout_72,interior,before,0.987268232455123,0.026062526444215143,0.253648653529792,0.11547485205822461
7,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,before,0.966700089095146,0.06686239498696518,0.7101917743190804,0.13501011715914157
7,author_L4_forward_vs_reverse,full_K,interior,before,0.985444186480147,0.02921223129916984,0.6197631110665421,0.0946497353508837
7,author_L4_forward_vs_independent,input_128,interior,before,0.9999764403531759,4.7118738591265654e-05,0.009631640917518489,0.005055513520294549
7,author_L4_forward_vs_independent,embedded_200,interior,before,0.9950576778264406,0.01020649848985731,0.17985491331748527,0.07999137720822617
7,author_L4_forward_vs_independent,heldout_72,interior,before,0.9823860544015014,0.03985615643688573,0.2994829711357706,0.15810785541422445
7,author_L4_forward_vs_independent,extrapolated_outside_200,interior,before,0.957957561676809,0.11146776283947195,0.6660958536506608,0.2412593643833861
7,author_L4_forward_vs_independent,full_K,interior,before,0.978839384830926,0.04814278785287996,0.5838233569745749,0.1606475937643943
7,author_L4_reverse_vs_independent,input_128,interior,before,0.999983470064437,3.305959788710676e-05,0.021403428199534447,0.004324000915819803
7,author_L4_reverse_vs_independent,embedded_200,interior,before,0.9950731999051445,0.010122242641665282,0.21461217927700654,0.07685854698105432
7,author_L4_reverse_vs_independent,heldout_72,interior,before,0.9822759806645555,0.039281135390381486,0.3565467056099177,0.15141264178341213
7,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,before,0.9706989658948181,0.09547736120742187,0.580901935814878,0.24444444724341743
7,author_L4_reverse_vs_independent,full_K,interior,before,0.9831116253272871,0.04098269266857741,0.5143927401787578,0.15929657084229742
8,wrapper_individual_vs_direct_independent,input_128,interior,before,1.0,0.0,1.6026797029097672e-17,0.0
8,wrapper_individual_vs_direct_independent,embedded_200,interior,before,0.9999999999999998,0.0,1.5351113388989303e-17,0.0
8,wrapper_individual_vs_direct_independent,heldout_72,interior,before,1.0000000000000002,0.0,1.4070005483888465e-17,0.0
8,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,before,1.0000000000000002,0.0,1.6315042664772648e-17,0.0
8,wrapper_individual_vs_direct_independent,full_K,interior,before,1.0000000000000002,0.0,1.6079478643146845e-17,0.0
8,whole_forward_vs_reverse,input_128,interior,before,0.9999978155330679,4.368929092443791e-06,0.0030123620941863902,0.0015232956659958234
8,whole_forward_vs_reverse,embedded_200,interior,before,0.9974459346265736,0.005114890754670523,0.14508063259303172,0.04786255875540626
8,whole_forward_vs_reverse,heldout_72,interior,before,0.9892306803652029,0.021666359009414497,0.24176769374148138,0.09850183888574765
8,whole_forward_vs_reverse,extrapolated_outside_200,interior,before,0.9616989640604077,0.07518123971803342,0.3192020523063824,0.17196598923576628
8,whole_forward_vs_reverse,full_K,interior,before,0.9862476308005013,0.027319685143473143,0.28579636130618147,0.10457831399276561
8,whole_forward_vs_independent,input_128,interior,before,0.999973391209988,5.32168719959783e-05,0.011362194428627083,0.005281528472056563
8,whole_forward_vs_independent,embedded_200,interior,before,0.9933913005239472,0.013221512068423024,0.26245965679954225,0.07687808800193746
8,whole_forward_vs_independent,heldout_72,interior,before,0.9721398787914104,0.055869724394197746,0.4371703449823135,0.1579918302087112
8,whole_forward_vs_independent,extrapolated_outside_200,interior,before,0.9205547068669897,0.15516230763364344,0.8013225781654224,0.2549419119963123
8,whole_forward_vs_independent,full_K,interior,before,0.9706359920337714,0.05820410681667825,0.7062645917572911,0.15695530779610695
8,whole_reverse_vs_independent,input_128,interior,before,0.9999721936605707,5.561190566584247e-05,0.012177855117892333,0.0053692053748293205
8,whole_reverse_vs_independent,embedded_200,interior,before,0.992539060252461,0.014872913904336373,0.3180633338243052,0.08073708239438408
8,whole_reverse_vs_independent,heldout_72,interior,before,0.967441804280004,0.06418887925174195,0.5298568261124286,0.1676835424456251
8,whole_reverse_vs_independent,extrapolated_outside_200,interior,before,0.92297005525935,0.15472993683952788,0.8333500051312569,0.2336373826837876
8,whole_reverse_vs_independent,full_K,interior,before,0.9715235785430499,0.05677814549918023,0.7390164033159597,0.14464104641847042
8,author_L4_forward_vs_reverse,input_128,interior,before,0.9999977826739559,4.434647171497833e-06,0.0030654032011459467,0.0015335370243058893
8,author_L4_forward_vs_reverse,embedded_200,interior,before,0.9974173600088687,0.005170559460887045,0.15254031413579303,0.04805637283290878
8,author_L4_forward_vs_reverse,heldout_72,interior,before,0.9890989602406303,0.021902109344168454,0.2542010006903091,0.0989005067965368
8,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,before,0.9649224948872374,0.06903426518161933,0.3107592886767018,0.16619386187991664
8,author_L4_forward_vs_reverse,full_K,interior,before,0.9872189980848158,0.02540966818306922,0.2797242186213036,0.1016402657379701
8,author_L4_forward_vs_independent,input_128,interior,before,0.999973391209988,5.32168719959783e-05,0.011362194428627083,0.005281528472056563
8,author_L4_forward_vs_independent,embedded_200,interior,before,0.9933913005239472,0.013221512068423024,0.26245965679954225,0.07687808800193746
8,author_L4_forward_vs_independent,heldout_72,interior,before,0.9721398787914104,0.055869724394197746,0.4371703449823135,0.1579918302087112
8,author_L4_forward_vs_independent,extrapolated_outside_200,interior,before,0.9205547068669897,0.15516230763364344,0.8013225781654224,0.2549419119963123
8,author_L4_forward_vs_independent,full_K,interior,before,0.9706359920337714,0.05820410681667825,0.7062645917572911,0.15695530779610695
8,author_L4_reverse_vs_independent,input_128,interior,before,0.9999722537942726,5.54916416028995e-05,0.012101680043388064,0.005366926036602317
8,author_L4_reverse_vs_independent,embedded_200,interior,before,0.9925419121211706,0.014868225963104813,0.3214738095360676,0.08087506198121293
8,author_L4_reverse_vs_independent,heldout_72,interior,before,0.967517246528789,0.06406189855238228,0.5355466620278797,0.16783113438274244
8,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,before,0.9235350965761945,0.15366158378740102,0.8376679686948212,0.23666366929505908
8,author_L4_reverse_vs_independent,full_K,interior,before,0.9717498533081654,0.056330111572850824,0.7430357137361494,0.14600916791824622
9,wrapper_individual_vs_direct_independent,input_128,interior,before,1.0000000000000002,2.582045434122595e-32,2.4131365503008008e-17,1.679404667620519e-16
9,wrapper_individual_vs_direct_independent,embedded_200,interior,before,1.0000000000000002,2.601127389906812e-32,2.3948232995682568e-17,1.6916544431408254e-16
9,wrapper_individual_vs_direct_independent,heldout_72,interior,before,1.0,2.6644321454526724e-32,2.361915835773824e-17,1.73167282550634e-16
9,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,before,1.0,2.7197169694653517e-32,2.3723777235132624e-17,1.7292014289286095e-16
9,wrapper_individual_vs_direct_independent,full_K,interior,before,0.9999999999999998,2.657606757975234e-32,2.3780089794416726e-17,1.7096393835750926e-16
9,whole_forward_vs_reverse,input_128,interior,before,0.9999945857995466,1.0828371593498392e-05,0.005542624235496794,0.0023901743972675237
9,whole_forward_vs_reverse,embedded_200,interior,before,0.996772441779565,0.006684594034488203,0.11670553714685593,0.059642324578510104
9,whole_forward_vs_reverse,heldout_72,interior,before,0.9866615207276273,0.03146523846532116,0.19436878724154746,0.1294001962946937
9,whole_forward_vs_reverse,extrapolated_outside_200,interior,before,0.9388339165340214,0.17561198104433406,0.38786063682538724,0.32819687523300245
9,whole_forward_vs_reverse,full_K,interior,before,0.97531472163614,0.05640685490887656,0.3409280727648139,0.1849718513218993
9,whole_forward_vs_independent,input_128,interior,before,0.9999664174275563,6.716401709801397e-05,0.010574987383984092,0.006321245481167785
9,whole_forward_vs_independent,embedded_200,interior,before,0.9957767021273668,0.008935260973700695,0.14906185366073335,0.06498884834360717
9,whole_forward_vs_independent,heldout_72,interior,before,0.9840950515859184,0.04186377068772091,0.24803597850325493,0.14056253269545319
9,whole_forward_vs_independent,extrapolated_outside_200,interior,before,0.9229538640654361,0.49287255771016364,0.33881639897599847,0.6508943813691878
9,whole_forward_vs_independent,full_K,interior,before,0.9498811495621301,0.15137786273947726,0.3027412644742879,0.35732609112533353
9,whole_reverse_vs_independent,input_128,interior,before,0.9999721801007295,5.563902459434819e-05,0.008143874947789712,0.005767580258731942
9,whole_reverse_vs_independent,embedded_200,interior,before,0.9969337876581057,0.006200321132601876,0.1226041000470176,0.056834523446177655
9,whole_reverse_vs_independent,heldout_72,interior,before,0.98712760807039,0.02704495591163374,0.2040514560708847,0.11863817186211331
9,whole_reverse_vs_independent,extrapolated_outside_200,interior,before,0.9350970693884977,0.24295313500611113,0.29271172339155427,0.41675630381793755
9,whole_reverse_vs_independent,full_K,interior,before,0.9641766126871053,0.09164426165815427,0.26080271489235907,0.2544553015457118
9,author_L4_forward_vs_reverse,input_128,interior,before,0.99999439458821,1.1210792159429379e-05,0.005622185858215827,0.0024416157351910884
